;Num_Acc;id_vehicule;num_veh;catu;grav;catv;;obsm;dep;com;adr;lat;long;;voie;v1;v2;vosp;vma
29175;2,02E+11;138 282 478;B01;1;1;7;;2;75;75116;AVENUE DE LA GRANDE ARMEE;48,8762631;2,2872018;;AVENUE DE LA GRANDE ARMEE;0.0;;0;30
29176;2,02E+11;138 282 475;A01;1;1;1;;2;75;75116;ROUTE DES TRIBUNES;48,854961;2,228796;;ROUTE DES TRIBUNES;0.0;;1;50
29177;2,02E+11;138 282 476;B01;1;4;1;;2;75;75116;ROUTE DES TRIBUNES;48,854961;2,228796;;ROUTE DES TRIBUNES;0.0;;1;50
29178;2,02E+11;138 282 474;A01;1;1;7;;1;75;75117;AVENUE DES TERNES;48,8786491;2,2942171;;AVENUE NIEL;0.0;;0;50
29179;2,02E+11;138 282 474;A01;3;4;7;;1;75;75117;AVENUE DES TERNES;48,8786491;2,2942171;;AVENUE NIEL;0.0;;0;50
29180;2,02E+11;138 282 472;B01;1;4;33;;2;75;75116;AVENUE PRUDHON;48,859097;2,269208;;AVENUE PRUDHON;0.0;;0;50
29181;2,02E+11;138 282 473;A01;1;1;7;;2;75;75116;AVENUE PRUDHON;48,859097;2,269208;;AVENUE PRUDHON;0.0;;0;50
29182;2,02E+11;138 282 470;A01;1;4;43;;2;75;75116;BOULEVARD DE L AMIRAL BRUIX;48,874853;2,278762;;BOULEVARD DE L AMIRAL BRUIX;0.0;;0;50
29183;2,02E+11;138 282 471;B01;1;1;7;;2;75;75116;BOULEVARD DE L AMIRAL BRUIX;48,874853;2,278762;;BOULEVARD DE L AMIRAL BRUIX;0.0;;0;50
29184;2,02E+11;138 282 469;A01;1;4;33;;2;75;75116;ROUTE DE LA PTE DAUPHINE A LA PTE DES SA;48,872787;2,273223;;ROUTE DE LA PTE DAUPHINE A LA PTE DES SABLONS;0.0;;0;50
29185;2,02E+11;138 282 466;B01;1;4;80;;2;75;75116;AVENUE KLEBER;48,869023;2,29158;;AVENUE KLEBER;0.0;;0;50
29186;2,02E+11;138 282 467;A01;1;1;7;;2;75;75116;AVENUE KLEBER;48,869023;2,29158;;AVENUE KLEBER;0.0;;0;50
29187;2,02E+11;138 282 464;B01;1;4;1;;2;75;75115;RUE BRANCION;48,829683;2,301758;;RUE BRANCION;0.0;;0;30
29188;2,02E+11;138 282 465;A01;1;1;14;;2;75;75115;RUE BRANCION;48,829683;2,301758;;RUE BRANCION;0.0;;0;30
29189;2,02E+11;138 282 462;B01;1;1;7;;2;75;75115;RUE EMERIAU;48,8487229;2,2852167;;RUE EMERIAU;0.0;;0;50
29190;2,02E+11;138 282 463;A01;1;4;1;;2;75;75115;RUE EMERIAU;48,8487229;2,2852167;;RUE EMERIAU;0.0;;0;50
29191;2,02E+11;138 282 461;A01;3;4;43;;1;75;75105;BOULEVARD DE PORT ROYAL;48,8383927;2,3420915;;BOULEVARD DE PORT ROYAL;0.0;;-1;50
29192;2,02E+11;138 282 461;A01;1;4;43;;1;75;75105;BOULEVARD DE PORT ROYAL;48,8383927;2,3420915;;BOULEVARD DE PORT ROYAL;0.0;;-1;50
29193;2,02E+11;138 282 459;B01;1;1;10;;2;75;75114;AVENUE DU DOCTEUR LANNELONGUE;48,8182036;2,332715;;AVENUE DU DOCTEUR LANNELONGUE;0.0;;0;30
29194;2,02E+11;138 282 460;A01;1;4;34;;2;75;75114;AVENUE DU DOCTEUR LANNELONGUE;48,8182036;2,332715;;AVENUE DU DOCTEUR LANNELONGUE;0.0;;0;30
29195;2,02E+11;138 282 457;A01;1;4;33;;2;75;75113;BOULEVARD MASSENA;48,8201323;2,3646375;;BOULEVARD MASSENA;0.0;;0;50
29196;2,02E+11;138 282 455;B01;1;4;33;;2;75;75113;BOULEVARD AUGUSTE BLANQUI;48,831105;2,344241;;BOULEVARD AUGUSTE BLANQUI;0.0;;1;50
29197;2,02E+11;138 282 456;A01;1;1;1;;2;75;75113;BOULEVARD AUGUSTE BLANQUI;48,831105;2,344241;;BOULEVARD AUGUSTE BLANQUI;0.0;;1;50
29198;2,02E+11;138 282 453;A01;1;1;7;;2;75;75112;BOULEVARD DE REUILLY;48,8389329;2,3892712;;BOULEVARD DE REUILLY;0.0;;-1;50
29199;2,02E+11;138 282 454;B01;1;4;2;;2;75;75112;BOULEVARD DE REUILLY;48,8389329;2,3892712;;BOULEVARD DE REUILLY;0.0;;-1;50
29200;2,02E+11;138 282 452;A01;1;4;50;;0;75;75104;BOULEVARD DE SEBASTOPOL;48,861221;2,3497546;;BOULEVARD DE SEBASTOPOL;0.0;;0;50
29201;2,02E+11;138 282 451;A01;1;1;10;;1;75;75102;PLACE DES VICTOIRES;48,865848;2,341467;;PLACE DES VICTOIRES;0.0;;0;30
29202;2,02E+11;138 282 451;A01;3;4;10;;1;75;75102;PLACE DES VICTOIRES;48,865848;2,341467;;PLACE DES VICTOIRES;0.0;;0;30
29203;2,02E+11;138 282 450;A01;1;3;31;;0;75;75104;RUE SAINT ANTOINE;48,8549055;2,3620813;;RUE SAINT ANTOINE;0.0;;0;50
29431;2,02E+11;138 282 261;B01;1;4;1;;2;75;75107;PLACE DE LA RESISTANCE;48,862315;2,301962;;PLACE DE LA RESISTANCE;0.0;;0;50
29432;2,02E+11;138 282 262;A01;1;1;7;;2;75;75107;PLACE DE LA RESISTANCE;48,862315;2,301962;;PLACE DE LA RESISTANCE;0.0;;0;50
29816;2,02E+11;138 281 944;A01;1;4;33;;2;75;75114;BD PERIPHERIQUE INTERIEUR;48,819055;2,330442;;BD PERIPHERIQUE INTERIEUR;0.0;;0;70
29817;2,02E+11;138 281 942;A01;3;4;7;;1;75;75120;AVENUE DE LA PORTE DE MONTREUIL;48,853526;2,410786;;AVENUE DE LA PORTE DE MONTREUIL;0.0;;-1;50
29818;2,02E+11;138 281 942;A01;3;4;7;;1;75;75120;AVENUE DE LA PORTE DE MONTREUIL;48,853526;2,410786;;AVENUE DE LA PORTE DE MONTREUIL;0.0;;-1;50
29819;2,02E+11;138 281 942;A01;1;1;7;;1;75;75120;AVENUE DE LA PORTE DE MONTREUIL;48,853526;2,410786;;AVENUE DE LA PORTE DE MONTREUIL;0.0;;-1;50
29820;2,02E+11;138 281 941;A01;1;1;7;;1;75;75119;AVENUE DE LA PORTE DE LA VILLETTE;48,899521;2,387579;;AVENUE DE LA PORTE DE LA VILLETTE;0.0;;0;50
29821;2,02E+11;138 281 941;A01;3;4;7;;1;75;75119;AVENUE DE LA PORTE DE LA VILLETTE;48,899521;2,387579;;AVENUE DE LA PORTE DE LA VILLETTE;0.0;;0;50
29822;2,02E+11;138 281 939;B01;1;4;33;;2;75;75117;BOULEVARD GOUVION SAINT CYR;48,883086;2,287495;;BOULEVARD GOUVION SAINT CYR;0.0;;0;30
29823;2,02E+11;138 281 940;A01;1;1;10;;2;75;75117;BOULEVARD GOUVION SAINT CYR;48,883086;2,287495;;BOULEVARD GOUVION SAINT CYR;0.0;;0;30
29824;2,02E+11;138 281 937;B01;1;1;7;;2;75;75117;AVENUE DE VILLIERS;48,8846122;2,2998601;;AVENUE DE VILLIERS;0.0;;-1;50
29825;2,02E+11;138 281 938;A01;1;4;33;;2;75;75117;AVENUE DE VILLIERS;48,8846122;2,2998601;;AVENUE DE VILLIERS;0.0;;-1;50
29826;2,02E+11;138 281 935;B01;1;4;2;;2;75;75116;AVENUE FOCH;48,873258;2,289834;;AVENUE FOCH;0.0;;-1;50
29827;2,02E+11;138 281 936;A01;1;1;7;;2;75;75116;AVENUE FOCH;48,873258;2,289834;;AVENUE FOCH;0.0;;-1;50
29828;2,02E+11;138 281 934;A01;1;4;50;;0;75;75107;PONT DE LA CONCORDE;48,863144;2,319413;;PONT DE LA CONCORDE;0.0;;-1;50
29829;2,02E+11;138 281 933;A01;1;4;50;;2;75;75115;RUE VIALA;48,850721;2,292355;;RUE VIALA;0.0;;0;50
30131;2,02E+11;138 281 649;A01;1;4;7;;2;75;75113;BD PERIPHERIQUE INTERIEUR;48,8166201;2,3644644;;BD PERIPHERIQUE INTERIEUR;0.0;;-1;70
30132;2,02E+11;138 281 650;B01;1;1;7;;2;75;75113;BD PERIPHERIQUE INTERIEUR;48,8166201;2,3644644;;BD PERIPHERIQUE INTERIEUR;0.0;;-1;70
30133;2,02E+11;138 281 647;B01;1;3;33;;2;75;75112;BD PERIPHERIQUE EXTERIEUR;48,832542;2,406109;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
30134;2,02E+11;138 281 648;A01;1;1;10;;2;75;75112;BD PERIPHERIQUE EXTERIEUR;48,832542;2,406109;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
30135;2,02E+11;138 281 645;A01;1;4;7;;2;75;75112;BD PERIPHERIQUE EXTERIEUR;48,846481;2,414571;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
30136;2,02E+11;138 281 643;B01;1;1;10;;2;75;75105;BOULEVARD SAINT GERMAIN;48,8498685;2,3494443;;BOULEVARD SAINT GERMAIN;0.0;;-1;50
30137;2,02E+11;138 281 644;A01;1;4;31;;2;75;75105;BOULEVARD SAINT GERMAIN;48,8498685;2,3494443;;BOULEVARD SAINT GERMAIN;0.0;;-1;50
30138;2,02E+11;138 281 641;A01;1;1;10;;2;75;75120;RUE DES FOUGERES;48,8712234;2,4106896;;RUE DES FOUGERES;0.0;;0;50
30139;2,02E+11;138 281 642;B01;1;4;1;;2;75;75120;RUE DES FOUGERES;48,8712234;2,4106896;;RUE DES FOUGERES;0.0;;0;50
30140;2,02E+11;138 281 639;A01;1;4;1;;2;75;75120;AVENUE GAMBETTA;48,8642975;2,3930598;;AVENUE GAMBETTA;2.0;;0;50
30141;2,02E+11;138 281 640;B01;1;1;7;;2;75;75120;AVENUE GAMBETTA;48,8642975;2,3930598;;AVENUE GAMBETTA;2.0;;0;50
30142;2,02E+11;138 281 637;B01;2;4;2;;2;75;75118;AVENUE DE LA PORTE DE SAINT OUEN;48,8977296;2,3290245;;AVENUE DE LA PORTE DE SAINT OUEN;0.0;;0;50
30143;2,02E+11;138 281 637;B01;1;4;2;;2;75;75118;AVENUE DE LA PORTE DE SAINT OUEN;48,8977296;2,3290245;;AVENUE DE LA PORTE DE SAINT OUEN;0.0;;0;50
30144;2,02E+11;138 281 638;A01;1;1;10;;2;75;75118;AVENUE DE LA PORTE DE SAINT OUEN;48,8977296;2,3290245;;AVENUE DE LA PORTE DE SAINT OUEN;0.0;;0;50
30145;2,02E+11;138 281 635;B01;1;1;7;;2;75;75117;AVENUE DE LA GRANDE ARMEE;48,8751275;2,2908103;;AVENUE DE LA GRANDE ARMEE;0.0;;-1;50
30146;2,02E+11;138 281 636;A01;1;4;33;;2;75;75117;AVENUE DE LA GRANDE ARMEE;48,8751275;2,2908103;;AVENUE DE LA GRANDE ARMEE;0.0;;-1;50
30147;2,02E+11;138 281 634;A01;3;4;32;;1;75;75117;RUE DE ROME;48,8871533;2,3146161;;RUE DE ROME;0.0;;0;50
30148;2,02E+11;138 281 634;A01;1;1;32;;1;75;75117;RUE DE ROME;48,8871533;2,3146161;;RUE DE ROME;0.0;;0;50
30149;2,02E+11;138 281 633;A01;3;4;7;;1;75;75108;AVENUE MARCEAU;48,8715692;2,2969888;;AVENUE MARCEAU;2.0;;0;50
30150;2,02E+11;138 281 633;A01;1;1;7;;1;75;75108;AVENUE MARCEAU;48,8715692;2,2969888;;AVENUE MARCEAU;2.0;;0;50
30151;2,02E+11;138 281 631;A01;1;4;33;;2;75;75116;AVENUE DE LA GRANDE ARMEE;48,876111;2,287108;;AVENUE DE LA GRANDE ARMEE;0.0;;-1;50
30152;2,02E+11;138 281 632;B01;1;1;10;;2;75;75116;AVENUE DE LA GRANDE ARMEE;48,876111;2,287108;;AVENUE DE LA GRANDE ARMEE;0.0;;-1;50
30153;2,02E+11;138 281 629;B01;1;4;33;;2;75;75107;AVENUE DE SUFFREN;48,854635;2,2954969;;AVENUE DE SUFFREN;0.0;;0;50
30154;2,02E+11;138 281 630;A01;1;1;7;;2;75;75107;AVENUE DE SUFFREN;48,854635;2,2954969;;AVENUE DE SUFFREN;0.0;;0;50
30155;2,02E+11;138 281 628;A01;1;4;1;;0;75;75115;BOULEVARD VICTOR;48,835747;2,279887;;BOULEVARD VICTOR;0.0;;1;50
30156;2,02E+11;138 281 627;A01;1;4;1;;0;75;75115;BOULEVARD VICTOR;48,835206;2,2816935;;BOULEVARD VICTOR;0.0;;1;50
30157;2,02E+11;138 281 625;A01;1;1;7;;2;75;75114;AVENUE DU MAINE;48,838561;2,322608;;AVENUE DU MAINE;0.0;;0;50
30158;2,02E+11;138 281 626;B01;1;4;33;;2;75;75114;AVENUE DU MAINE;48,838561;2,322608;;AVENUE DU MAINE;0.0;;0;50
30159;2,02E+11;138 281 623;A01;1;1;10;;2;75;75113;RUE NEUVE TOLBIAC;48,831051;2,377576;;RUE OLIVIER MESSIAEN;0.0;;0;50
30160;2,02E+11;138 281 624;B01;1;4;30;;2;75;75113;RUE NEUVE TOLBIAC;48,831051;2,377576;;RUE OLIVIER MESSIAEN;0.0;;0;50
30161;2,02E+11;138 281 621;A01;1;1;7;;2;75;75111;BOULEVARD DE MENILMONTANT;48,861333;2,388039;;BOULEVARD DE MENILMONTANT;0.0;;-1;30
30162;2,02E+11;138 281 622;B01;1;1;33;;2;75;75111;BOULEVARD DE MENILMONTANT;48,861333;2,388039;;BOULEVARD DE MENILMONTANT;0.0;;-1;30
30163;2,02E+11;138 281 622;B01;2;4;33;;2;75;75111;BOULEVARD DE MENILMONTANT;48,861333;2,388039;;BOULEVARD DE MENILMONTANT;0.0;;-1;30
30164;2,02E+11;138 281 620;A01;3;4;30;;1;75;75111;BOULEVARD VOLTAIRE;48,8573638;2,3808514;;BOULEVARD VOLTAIRE;0.0;;-1;50
30165;2,02E+11;138 281 620;A01;1;1;30;;1;75;75111;BOULEVARD VOLTAIRE;48,8573638;2,3808514;;BOULEVARD VOLTAIRE;0.0;;-1;50
30166;2,02E+11;138 281 618;A01;1;4;1;;2;75;75109;RUE DE LA CHAUSSEE D ANTIN;48,875259;2,332291;;RUE DE LA CHAUSSEE D ANTIN;0.0;;-1;50
30167;2,02E+11;138 281 619;B01;1;1;33;;2;75;75109;RUE DE LA CHAUSSEE D ANTIN;48,875259;2,332291;;RUE DE LA CHAUSSEE D ANTIN;0.0;;-1;50
30168;2,02E+11;138 281 616;B01;1;4;30;;2;75;75109;BOULEVARD DE CLICHY;48,884102;2,330817;;BOULEVARD DE CLICHY;0.0;;0;50
30169;2,02E+11;138 281 617;A01;1;1;7;;2;75;75109;BOULEVARD DE CLICHY;48,884102;2,330817;;BOULEVARD DE CLICHY;0.0;;0;50
30170;2,02E+11;138 281 615;A01;3;4;7;;1;75;75109;RUE DES MARTYRS;48,8767716;2,3392458;;RUE DES MARTYRS;0.0;;0;30
30171;2,02E+11;138 281 615;A01;1;1;7;;1;75;75109;RUE DES MARTYRS;48,8767716;2,3392458;;RUE DES MARTYRS;0.0;;0;30
30172;2,02E+11;138 281 613;A01;1;1;7;;2;75;75108;PLACE CLEMENCEAU;48,8677391;2,3139901;;PLACE CLEMENCEAU;0.0;;0;50
30173;2,02E+11;138 281 614;B01;1;4;42;;2;75;75108;PLACE CLEMENCEAU;48,8677391;2,3139901;;PLACE CLEMENCEAU;0.0;;0;50
30174;2,02E+11;138 281 610;A01;3;4;7;;1;75;75107;QUAI BRANLY;48,857809;2,29172;;QUAI BRANLY;0.0;;3;50
30175;2,02E+11;138 281 610;A01;1;1;7;;1;75;75107;QUAI BRANLY;48,857809;2,29172;;QUAI BRANLY;0.0;;3;50
30176;2,02E+11;138 281 608;A01;1;4;32;;2;75;75102;BOULEVARD DE SEBASTOPOL;48,868187;2,353622;;BOULEVARD DE SEBASTOPOL;0.0;;-1;50
30177;2,02E+11;138 281 606;A01;1;1;7;;2;75;75104;BOULEVARD DE SEBASTOPOL;48,86096;2,349575;;BOULEVARD DE SEBASTOPOL;0.0;;1;50
30178;2,02E+11;138 281 607;B01;1;4;1;;2;75;75104;BOULEVARD DE SEBASTOPOL;48,86096;2,349575;;BOULEVARD DE SEBASTOPOL;0.0;;1;50
30265;2,02E+11;138 281 518;A01;1;1;10;;2;75;75112;ECHANGEUR BERCY;48,826867;2,38967;;ECHANGEUR BERCY;0.0;;0;50
30266;2,02E+11;138 281 518;A01;2;1;10;;2;75;75112;ECHANGEUR BERCY;48,826867;2,38967;;ECHANGEUR BERCY;0.0;;0;50
30267;2,02E+11;138 281 519;B01;1;4;10;;2;75;75112;ECHANGEUR BERCY;48,826867;2,38967;;ECHANGEUR BERCY;0.0;;0;50
30268;2,02E+11;138 281 517;A01;1;1;14;;1;75;75118;BOULEVARD ORNANO;48,897873;2,344318;;BOULEVARD ORNANO;0.0;;0;50
30269;2,02E+11;138 281 517;A01;3;3;14;;1;75;75118;BOULEVARD ORNANO;48,897873;2,344318;;BOULEVARD ORNANO;0.0;;0;50
30270;2,02E+11;138 281 514;A01;1;4;34;;2;75;75105;RUE GAY LUSSAC;48,845108;2,341647;;RUE GAY LUSSAC;0.0;;0;50
30271;2,02E+11;138 281 515;B01;1;1;7;;2;75;75105;RUE GAY LUSSAC;48,845108;2,341647;;RUE GAY LUSSAC;0.0;;0;50
30272;2,02E+11;138 281 516;C01;1;1;7;;2;75;75105;RUE GAY LUSSAC;48,845108;2,341647;;RUE GAY LUSSAC;0.0;;0;50
30273;2,02E+11;138 281 512;B01;1;4;43;;2;75;75120;RUE DES ORTEAUX;48,855626;2,408913;;RUE DES ORTEAUX;0.0;;0;50
30274;2,02E+11;138 281 513;A01;1;1;7;;2;75;75120;RUE DES ORTEAUX;48,855626;2,408913;;RUE DES ORTEAUX;0.0;;0;50
30275;2,02E+11;138 281 511;Z01;3;4;7;;1;75;75119;RUE DE L INSPECTEUR ALLES;48,878957;2,398062;;RUE DE L INSPECTEUR ALLES;0.0;;0;50
30276;2,02E+11;138 281 510;A01;2;4;50;;0;75;75119;RUE CURIAL;48,890802;2,372001;;RUE CURIAL;0.0;;0;50
30277;2,02E+11;138 281 510;A01;1;1;50;;0;75;75119;RUE CURIAL;48,890802;2,372001;;RUE CURIAL;0.0;;0;50
30278;2,02E+11;138 281 508;A01;1;4;30;;2;75;75118;RUE ORDENER;48,891562;2,349591;;RUE ORDENER;0.0;;0;50
30279;2,02E+11;138 281 509;B01;1;1;7;;2;75;75118;RUE ORDENER;48,891562;2,349591;;RUE ORDENER;0.0;;0;50
30280;2,02E+11;138 281 507;A01;1;1;7;;1;75;75116;AVENUE KLEBER;48,866142;2,2895;;AVENUE KLEBER;0.0;;0;50
30281;2,02E+11;138 281 507;A01;3;4;7;;1;75;75116;AVENUE KLEBER;48,866142;2,2895;;AVENUE KLEBER;0.0;;0;50
30282;2,02E+11;138 281 505;B01;1;1;31;;2;75;75116;AVENUE EDOUARD VAILLANT;48,836658;2,255104;;AVENUE EDOUARD VAILLANT;0.0;;0;50
30283;2,02E+11;138 281 506;A01;1;4;1;;2;75;75116;AVENUE EDOUARD VAILLANT;48,836658;2,255104;;AVENUE EDOUARD VAILLANT;0.0;;0;50
30284;2,02E+11;138 281 503;A01;1;4;30;;2;75;75115;RUE DE LA CONVENTION;48,841676;2,286606;;RUE DE LA CONVENTION;0.0;;3;50
30285;2,02E+11;138 281 504;B01;1;1;10;;2;75;75115;RUE DE LA CONVENTION;48,841676;2,286606;;RUE DE LA CONVENTION;0.0;;3;50
30286;2,02E+11;138 281 502;A01;1;1;7;;1;75;75115;RUE BARGUE;48,837675;2,309401;;RUE BARGUE;0.0;;0;50
30287;2,02E+11;138 281 502;A01;3;4;7;;1;75;75115;RUE BARGUE;48,837675;2,309401;;RUE BARGUE;0.0;;0;50
30288;2,02E+11;138 281 501;A01;1;4;2;;0;75;75115;AVENUE EMILE ZOLA;48,846945;2,293615;;AVENUE EMILE ZOLA;0.0;;0;50
30289;2,02E+11;138 281 500;A01;1;1;7;;1;75;75115;RUE ROBERT DE FLERS;48,849372;2,283854;;RUE ROBERT DE FLERS;0.0;;0;50
30290;2,02E+11;138 281 500;A01;3;4;7;;1;75;75115;RUE ROBERT DE FLERS;48,849372;2,283854;;RUE ROBERT DE FLERS;0.0;;0;50
30291;2,02E+11;138 281 498;A01;1;1;7;;2;75;75114;RUE D ALESIA;48,827466;2,334863;;RUE D ALESIA;0.0;;0;30
30292;2,02E+11;138 281 499;B01;1;4;2;;2;75;75114;RUE D ALESIA;48,827466;2,334863;;RUE D ALESIA;0.0;;0;30
30293;2,02E+11;138 281 496;A01;2;4;37;;2;75;75114;RUE DES PLANTES;48,82489;2,318397;;RUE DES PLANTES;0.0;;0;50
30294;2,02E+11;138 281 496;A01;1;1;37;;2;75;75114;RUE DES PLANTES;48,82489;2,318397;;RUE DES PLANTES;0.0;;0;50
30295;2,02E+11;138 281 497;B01;1;1;7;;2;75;75114;RUE DES PLANTES;48,82489;2,318397;;RUE DES PLANTES;0.0;;0;50
30296;2,02E+11;138 281 495;A01;1;4;30;;0;75;75113;RUE DUNOIS;48,830055;2,370857;;RUE DUNOIS;0.0;;0;30
30297;2,02E+11;138 281 493;A01;1;4;33;;2;75;75112;BOULEVARD PONIATOWSKI;48,830949;2,396047;;BOULEVARD PONIATOWSKI;0.0;;0;50
30298;2,02E+11;138 281 494;B01;1;1;7;;2;75;75112;BOULEVARD PONIATOWSKI;48,830949;2,396047;;BOULEVARD PONIATOWSKI;0.0;;0;50
30299;2,02E+11;138 281 491;A01;1;1;7;;2;75;75101;PONT AU CHANGE;48,857242;2,347113;;PONT AU CHANGE;0.0;;0;50
30300;2,02E+11;138 281 492;B01;1;4;1;;2;75;75101;PONT AU CHANGE;48,857242;2,347113;;PONT AU CHANGE;0.0;;0;50
30301;2,02E+11;138 281 490;A01;1;4;33;;2;75;75108;AVENUE MARCEAU;48,866143;2,299842;;AVENUE MARCEAU;0.0;;0;50
30302;2,02E+11;138 281 487;A01;1;1;7;;2;75;75108;PLACE DE L ALMA;48,864388;2,3018;;PLACE DE L ALMA;0.0;;0;50
30303;2,02E+11;138 281 488;B01;1;4;50;;2;75;75108;PLACE DE L ALMA;48,864388;2,3018;;PLACE DE L ALMA;0.0;;0;50
30304;2,02E+11;138 281 485;B01;1;4;32;;2;75;75108;RUE DE LISBONNE;48,877881;2,318165;;RUE DE LISBONNE;0.0;;0;50
30305;2,02E+11;138 281 486;A01;1;1;7;;2;75;75108;RUE DE LISBONNE;48,877881;2,318165;;RUE DE LISBONNE;0.0;;0;50
30306;2,02E+11;138 281 484;Z01;3;4;10;;1;75;75108;RUE DE CASTELLANE;48,872353;2,324906;;RUE DE CASTELLANE;0.0;;0;50
30307;2,02E+11;138 281 483;A01;1;1;34;;1;75;75108;RUE DU FAUBOURG SAINT HONORE;48,86879;2,321846;;RUE DU FAUBOURG SAINT HONORE;0.0;;0;30
30308;2,02E+11;138 281 483;A01;3;4;34;;1;75;75108;RUE DU FAUBOURG SAINT HONORE;48,86879;2,321846;;RUE DU FAUBOURG SAINT HONORE;0.0;;0;30
30309;2,02E+11;138 281 481;B01;1;4;33;;2;75;75101;QUAI FRANCOIS MITTERRAND;48,860089;2,333511;;QUAI FRANCOIS MITTERRAND;0.0;;0;50
30310;2,02E+11;138 281 482;A01;1;1;7;;2;75;75101;QUAI FRANCOIS MITTERRAND;48,860089;2,333511;;QUAI FRANCOIS MITTERRAND;0.0;;0;50
30817;2,02E+11;138 281 024;A01;1;4;43;;2;75;75120;PORTE DE MONTREUIL;48,859033;2,41411;;BD PERIPHERIQUE INTERIEUR;0.0;;0;70
30818;2,02E+11;138 281 021;A01;1;1;7;;2;75;75118;PORTE DE CLIGNANCOURT;48,900935;2,338542;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
30819;2,02E+11;138 281 022;B01;1;4;33;;2;75;75118;PORTE DE CLIGNANCOURT;48,900935;2,338542;;BD PERIPHERIQUE EXTERIEUR;0.0;;0;70
30820;2,02E+11;138 281 019;A01;1;1;7;;2;75;75120;BOULEVARD PERIPHERIQUE;48,852713;2,414464;;BD PERIPHERIQUE INTERIEUR;0.0;;0;70
30821;2,02E+11;138 281 020;B01;1;4;33;;2;75;75120;BOULEVARD PERIPHERIQUE;48,852713;2,414464;;BD PERIPHERIQUE INTERIEUR;0.0;;0;70
30822;2,02E+11;138 281 017;B01;1;4;43;;2;75;75116;AVENUE KLEBER;48,870731;2,29284;;AVENUE KLEBER;0.0;;0;50
30823;2,02E+11;138 281 018;A01;1;1;7;;2;75;75116;AVENUE KLEBER;48,870731;2,29284;;AVENUE KLEBER;0.0;;0;50
30824;2,02E+11;138 281 016;A01;3;3;10;;1;75;75106;BOULEVARD DU MONTPARNASSE;48,841551;2,331169;;BOULEVARD DU MONTPARNASSE;0.0;;0;50
30825;2,02E+11;138 281 016;A01;1;1;10;;1;75;75106;BOULEVARD DU MONTPARNASSE;48,841551;2,331169;;BOULEVARD DU MONTPARNASSE;0.0;;0;50
30826;2,02E+11;138 281 014;A01;1;1;33;;1;75;75107;AVENUE DU MARECHAL GALLIENI;48,85995;2,313098;;AVENUE DU MARECHAL GALLIENI;0.0;;2;50
30827;2,02E+11;138 281 014;A01;3;2;33;;1;75;75107;AVENUE DU MARECHAL GALLIENI;48,85995;2,313098;;AVENUE DU MARECHAL GALLIENI;0.0;;2;50
30828;2,02E+11;138 281 015;B01;1;1;7;;2;75;75107;AVENUE DU MARECHAL GALLIENI;48,85995;2,313098;;AVENUE DU MARECHAL GALLIENI;0.0;;2;50
30829;2,02E+11;138 281 013;A01;3;4;10;;1;75;75105;BOULEVARD DE PORT ROYAL;48,839247;2,338355;;BOULEVARD DE PORT ROYAL;0.0;;0;30
30830;2,02E+11;138 281 013;A01;1;1;10;;1;75;75105;BOULEVARD DE PORT ROYAL;48,839247;2,338355;;BOULEVARD DE PORT ROYAL;0.0;;0;30
30831;2,02E+11;138 281 012;A01;3;4;7;;1;75;75119;RUE DE L OURCQ;48,893802;2,37332;;RUE DE L OURCQ;0.0;;0;50
30832;2,02E+11;138 281 012;A01;1;1;7;;1;75;75119;RUE DE L OURCQ;48,893802;2,37332;;RUE DE L OURCQ;0.0;;0;50
30833;2,02E+11;138 281 010;B01;1;4;1;;2;75;75119;AVENUE DE LA PORTE DE LA VILLETTE;48,899077;2,386741;;AVENUE DE LA PORTE DE LA VILLETTE;0.0;;3;50
30834;2,02E+11;138 281 011;A01;1;1;10;;2;75;75119;AVENUE DE LA PORTE DE LA VILLETTE;48,899077;2,386741;;AVENUE DE LA PORTE DE LA VILLETTE;0.0;;3;50
30835;2,02E+11;138 281 008;B01;1;4;33;;2;75;75118;RUE DU MONT CENIS;48,896041;2,346282;;RUE DU MONT CENIS;0.0;;0;50
30836;2,02E+11;138 281 009;A01;1;1;7;;2;75;75118;RUE DU MONT CENIS;48,896041;2,346282;;RUE DU MONT CENIS;0.0;;0;50
30837;2,02E+11;138 281 007;A01;1;4;30;;1;75;75118;BOULEVARD BARBES;48,88423;2,34947;;BOULEVARD BARBES;0.0;;0;50
30838;2,02E+11;138 281 007;A01;3;4;30;;1;75;75118;BOULEVARD BARBES;48,88423;2,34947;;BOULEVARD BARBES;0.0;;0;50
30839;2,02E+11;138 281 005;B01;1;4;30;;2;75;75118;BOULEVARD ORNANO;48,89271;2,348749;;BOULEVARD ORNANO;0.0;;0;50
30840;2,02E+11;138 281 006;A01;1;1;10;;2;75;75118;BOULEVARD ORNANO;48,89271;2,348749;;BOULEVARD ORNANO;0.0;;0;50
30841;2,02E+11;138 281 004;A01;3;4;7;;1;75;75118;AVENUE DE SAINT OUEN;48,889449;2,326242;;AVENUE DE SAINT OUEN;0.0;;0;50
